"","newid","region","fam_type","earncomp","bls_urbn","cutenure","age_ref","sex_ref","marital1","educ_ref","inclass","kids","inc","inc.a","food","house","transport","utili","health","enter"
"1635","03088471","3","1","2","1","1",50,"1","1","13","08",0,65723,69604,2166.6668,4786.6668,748,1756,33136,5832
"1636","03076902","3","1","2","1","4",28,"2","1","15","08",0,48620.2,52609.2,1126.6668,2933.3332,2160,400,720,32
"1637","02803645","4","1","1","1","2",61,"1","1","16","09",0,88179,1e+05,3746.6668,1624,18432,1032,5520,80
"1640","03070672","3","1","2","1","4",27,"2","1","16","08",0,56582,66000,4373.3332,4260,860,612,4320,2264
"1644","02799095","2","1","2","1","2",59,"1","1","15","07",0,40357.8,43842.8,4472,5758.6668,5580,3308,43034.6672,1224
"1645","02993832","3","1","2","1","1",51,"1","1","15","09",0,122413,145000,4680,8829.3332,6136,5144,18304,1832
"1648","02870404","1","1","2","1","2",49,"2","1","12","09",0,80056,93000,1733.3332,6328,1680,2004,480,252
"1649","02993962","2","1","2","1","1",42,"2","1","13","09",0,145390.6,183727.6,6066.6668,11932,7168,4140,4160,2436
"1653","03067764","3","1","1","1","4",28,"1","1","15","09",0,75246,90000,3773.3332,5126.6668,885.3332,520,1728,240
"1657","02931073","1","1","2","1","4",31,"1","1","16","09",0,95071.4,113875.4,21093.3332,13820,9678.6668,2304,15200,4968
"1662","02869714","4","1","2","1","1",44,"2","1","12","08",0,62085,69684,2080,5346.6668,2104,1036,2560,744
"1665","02869784","4","1","2","1","1",39,"2","1","16","09",0,93028,108180,3481.3332,7028,1613.3332,1044,1792,228
"1673","02953643","3","9","1","1","4",47,"1","5","13","06",0,40220,38259,1213.3332,2932,660,1200,1678.4,440
"1675","02877654","2","1","1","1","2",64,"2","1","16","09",0,81046,98376,2340,3500,533.3332,1552,6640,3992
"1676","03007332","3","1","2","1","1",47,"1","1","14","05",0,25901.6,26551.6,2520,2170.6668,80,700,1248,140
"1679","02952233","1","1","2","1","1",51,"1","1","16","09",0,102125,115020,2340,10049.3332,2120,1940,5066.6672,308
"1680","03054662","3","1","2","1","4",38,"2","1","13","09",0,92306,109000,4853.3332,10152,4316,1912,11520,880
"1688","02946053","4","1","2","1","4",51,"2","1","11","05",0,28166,28361,1300,5156,361.3332,748,240,496
"1694","03071983","3","1","1","1","1",49,"2","1","12","07",0,41343.8,42286.8,1386.6668,21856,760,1164,912,588
"1703","03063914","3","1","2","2","2",34,"1","1","13","08",0,44198,50000,2600,3426.6668,4978.6668,3040,6400,600
"1705","02806325","1","1","2","1","2",53,"1","1","13","09",0,74702.4,86046.4,1733.3332,1469.3332,484,616,2400,220
"1713","03011012","1","1","2","1","1",48,"1","1","15","09",0,114610.4,137717.4,2686.6668,8444,1729.3332,2356,4197.3328,1008
"1714","03060334","3","1","1","1","2",58,"1","1","12","09",0,89158,1e+05,7072,4841.3332,5445.3332,3040,8960,2144
"1715","02806335","3","1","2","1","1",58,"2","1","13","09",0,121929,145000,1040,5800,653.3332,2736,640,640
"1717","02838274","1","1","2","1","2",62,"2","1","11","09",0,70390,80000,3120,4842.6668,3428,3580,9927.4672,2344
"1725","03048931","2","1","2","2","1",50,"2","1","14","09",0,81772.2,91617.2,5857.3332,6617.3332,5780,2920,5120,1912
"1726","02925713","3","1","2","1","4",54,"1","1","15","05",0,21827,21811,3501.3332,7464,2780,2240,11861.3328,756
"1727","03057614","3","1","2","1","2",51,"2","1","12","07",0,42269,46705,5800,4428,12049.3332,2220,6378.6672,568
"1731","03073081","4","1","2","1","1",45,"2","1","14","09",0,127411,154700,4160,8285.3332,1564,1300,58048,1888
"1739","03078551","3","1","2","1","1",28,"1","1","13","08",0,48897,55990,2065.3332,5560,3792,1232,480,472
"1740","02997502","3","9","1","1","2",34,"1","1","12","09",0,67303.4,73696.4,13693.3332,1776,7940,1344,3356.8,768
"1742","02876564","4","1","1","1","4",58,"2","1","12","06",0,33948,33459,346.6668,5640,400,440,3342.4,32
"1745","03008932","2","1","2","1","2",62,"1","1","12","08",0,48375,55003,2166.6668,3785.3332,1100,2052,4085.3328,800
"1748","02925583","2","9","1","1","4",48,"1","3","14","08",0,44465,50000,2874.6668,6016,1930.6668,736,6794.6672,1552
"1749","02947963","1","1","2","1","4",34,"2","1","12","08",0,57976,66000,2600,3560,726.6668,1340,8650.6672,600
"1750","02995252","4","1","2","1","1",45,"2","1","13","09",0,103689,128456,6760,16400,1752,4324,10848,808
"1751","02845004","3","1","2","1","1",38,"1","1","15","09",0,170490,221595,6600,14013.3332,8210.6668,2652,13045.3328,2908
"1753","02841124","4","9","1","1","1",60,"1","5","16","08",0,49570,55333,866.6668,4217.3332,173.3332,1816,8903.4672,104
"1756","03067354","2","1","2","1","1",54,"2","1","10","09",0,156765,196000,2946.6668,16381.3332,3300,3664,8320,664
"1759","03073662","4","1","2","1","2",62,"1","1","13","09",0,191085.6,223132.6,6633.3332,18941.3332,2314.6668,2980,20030.4,1496
"1761","02925943","1","1","2","1","4",36,"2","1","13","09",0,66172,76000,5546.6668,13064,3088,2280,41600,1376
"1769","02993282","3","1","2","1","4",58,"2","1","15","05",0,26361,26433,4853.3332,7280,1932,1240,5920,776
"1772","03056032","3","1","2","1","1",32,"2","1","15","09",0,112574,133000,6141.3332,24170,254400,2880,800,4696
"1775","03075833","1","1","2","2","1",51,"1","1","15","09",0,72418,80050,3380,5496,1041.3332,940,3258.6672,60
"1777","02871594","3","1","2","1","1",61,"2","1","15","09",0,74967.8,80285.8,1906.6668,15701.6668,1889.3332,1988,3248,332
"1780","03075991","2","9","1","1","1",56,"1","3","12","08",0,43984,51000,1733.3332,4613.3332,2388,1040,2010.6672,432
"1781","02932523","3","9","1","1","1",45,"1","5","13","08",0,48614.8,51219.8,8320,5721.3332,2080,1928,10450.1328,616
"1782","03011022","2","1","2","1","1",35,"2","1","15","09",0,164958,212008,5893.3332,5690.6668,4153.3332,1408,15498.6672,340
"1787","03009252","3","9","1","1","1",49,"2","3","16","07",0,37464,40487,1560,5630.6668,500,836,10272,592
"1788","02841214","3","1","2","1","1",53,"2","1","13","09",0,80935.6,90633.6,2472,11813.3332,6980,3200,9504,472
"1789","03060274","3","1","2","1","2",56,"1","1","15","09",0,67102,78235,6933.3332,13638.6668,4736,1616,12224,940
"1794","03011182","4","4","1","1","4",48,"2","1","12","06",0,32266,31000,1958.6668,5404,2000,824,4800,348
"1804","02795465","2","4","2","1","1",46,"2","1","13","09",0,95553,115845,5754.6668,8541.3332,6400,3076,18240,4984
"1806","02844344","4","4","1","1","4",58,"1","1","15","06",0,35955,36000,5200,28214.6668,5600,2126.6668,384,560
"1817","02799495","3","4","2","1","2",56,"1","1","13","09",0,81439.2,94405.2,6933.3332,8412,4920,3648,15360,2364
"1840","02795715","4","4","2","1","1",47,"1","1","13","09",0,149106,176000,7973.3332,23314.6668,4485.3332,7440,11824,1536
"1847","03005942","3","4","2","1","1",48,"2","1","13","09",0,101412,119444,2426.6668,9582.6668,1276,1964,11200,712
"1849","03064663","2","4","2","1","2",48,"2","1","13","08",0,59123,65617,7184,6861.3332,3540,5136,16400,928
"1852","02845134","4","4","2","1","2",46,"2","1","15","09",0,161622.4,200923.4,11373.3332,39208,11996,5492,85856,5344
"1855","02870434","3","5","2","1","1",50,"2","1","13","09",0,113074.4,128013.4,3553.3332,8501.3332,1274.6668,1704,9610.6672,3524
"1858","03059182","3","9","1","1","1",27,"1","5","13","05",0,28575,28368,3013.3332,6189.3332,2258.6668,2224,6400,864
"1859","02810635","2","4","2","2","1",46,"2","1","12","09",0,129637.4,153975.4,2773.3332,9132,5905.3332,3320,18864,524
"1883","02841934","3","9","1","1","1",41,"1","5","15","05",0,22421,22038,4506.6668,7600,1420,1920,19049.6,428
"1887","03059854","3","4","2","2","1",44,"1","1","12","09",0,115387,135000,10746.6668,11926.6668,6737.3332,5212,4800,1600
"1895","03088072","3","5","1","1","2",61,"1","1","13","09",0,79399.8,89075.8,2253.3332,3770.6668,637.3332,1684,9929.0672,504
"1902","02803445","3","5","2","1","2",53,"2","1","14","09",0,76244,81955,1906.6668,4274.6668,1664,3140,7246.4,400
"1929","02805345","2","5","2","1","1",53,"1","1","15","09",0,199827,236259,4686.6668,18996,62853.3332,4880,21086.4,1852
"1930","02925273","3","4","2","1","1",59,"2","1","12","09",0,122887,145000,13000,17481.3332,2980,3496,28720,2016
"1931","02988902","1","4","1","1","1",57,"1","1","16","09",0,93846,106410,7626.6668,20073.3332,3509.3332,5328,10538.6672,720
"1964","02994473","3","9","1","1","4",48,"2","3","12","06",0,38636,38866,3466.6668,15016,1268,3440,1280,232
"1995","03059011","3","4","2","1","1",50,"2","1","13","09",0,97333.6,110928.6,10400,8572,3856,4000,9429.3328,1200
"1998","03058221","3","9","1","1","1",57,"2","2","12","05",0,27711,24748,8496,6758.6668,1728,2868,5264,480
"2001","03065974","1","5","2","1","1",53,"2","1","15","09",0,121605.8,139621.8,5720,17309.3332,5242.6668,4484,28202.6672,848
"2011","03067781","1","5","2","2","1",50,"2","1","12","09",0,73857,78422,1733.3332,8013.3332,944,3600,8985.0672,288
"2017","03076602","3","4","2","1","1",55,"2","1","14","08",0,54064,60625,1820,3918.6668,1002.6668,1800,28800,40
"2030","02930123","1","4","2","1","1",47,"1","1","13","09",0,69571.8,73575.8,8320,24581.3332,12872,4796,19242.6672,1076
"2033","02792005","3","8","1","1","1",60,"1","2","12","05",0,21663,23920,3813.3332,6016,3324,4016,6517.3328,1056
"2037","02873664","1","8","1","1","4",51,"1","3","16","08",0,50069,60139,1473.3332,8038.6668,2850.6668,1924,4992,1480
"2040","02873754","3","8","1","1","1",60,"1","1","15","09",0,92144,115050,6293.3332,14594.6668,5052,2072,7056,1396
"2041","03052744","3","8","1","1","1",60,"2","5","15","07",0,37180,43620,2773.3332,4948,2204,1220,14144,4220
"2042","02996982","1","8","1","1","4",39,"1","5","15","08",0,52649,63000,2426.6668,14096,3796,1316,5024,1224
"2043","02873804","4","8","1","1","1",52,"1","1","12","09",0,83641,94277,3224,10390.6668,416,972,5248,420
"2044","02806125","3","8","1","1","1",41,"2","5","16","09",0,88030.4,109005.4,1282.6668,7837.3332,888,1288,3285.3328,2640
"2045","02997112","4","8","1","1","4",47,"1","5","15","09",0,58694.4,74888.4,8493.3332,29032,981.3332,3520,19200,1104
"2046","02792385","3","8","1","1","4",46,"1","5","14","08",0,51920,65000,4853.3332,7152,1280,1432,3200,568
"2048","02792435","4","8","1","1","1",48,"1","1","15","08",0,48988,60000,5546.6668,9306.6668,1600,2488,8000,428
"2049","02874064","3","8","1","1","1",63,"2","2","15","09",0,129604.2,168920.2,2846.6668,17464.3332,4781.3332,2720,46442.6672,980
"2052","02929563","2","8","1","1","1",55,"2","3","12","08",0,48976,58600,1317.3332,9581.3332,2592,2676,2576,1400
"2053","02997242","2","8","1","1","2",50,"1","3","14","08",0,47867.4,58687.4,6413.3332,6573.3332,3930.6668,2468,18026.6672,1328
"2054","02874414","3","8","1","1","4",48,"1","1","12","04",0,14097,15000,1560,3988,80,1040,1040,340
"2055","03009132","3","8","1","1","1",62,"2","5","16","08",0,49894,59000,1106.6668,2913.3332,1220,2040,5728,480
"2056","03063754","2","8","1","2","2",55,"2","5","16","05",0,27972.8,27742.8,2600,4845.3332,3432,2072,7116.8,64
"2058","02929753","2","8","1","1","4",45,"1","3","13","06",0,30854,36000,1906.6668,7549.3332,2669.3332,661.3332,11029.3328,240
"2060","02792885","3","8","1","1","1",36,"1","1","12","08",0,57987,66000,9533.3332,12261.3332,4746.6668,3580,11946.6672,1000
"2061","02792925","4","8","1","1","1",27,"2","5","16","07",0,42728,49000,5453.3332,26284,3381.3332,1636,1754.6672,1080
"2062","02997562","3","8","1","1","4",46,"1","3","15","08",0,42186,50000,1906.6668,5512,1360,640,3680,680
"2063","02842264","2","8","1","1","1",54,"2","3","15","08",0,47142.2,53871.2,2426.6668,8533.3332,1224,3200,13034.6672,560
"2067","02807175","3","8","1","2","4",34,"1","4","14","07",0,34776,41000,1286.6668,2868,1160,688,3381.3328,292
"2072","03009762","4","8","1","1","1",45,"1","3","15","08",0,58138,66000,2640,26616,7413.3332,1104,3200,4440
"2073","02807305","2","8","1","1","4",35,"1","5","15","07",0,36456,43000,1993.3332,3480,1496,480,1562.6672,732
"2076","02793465","4","8","1","1","1",43,"2","5","16","08",0,50735,58000,4333.3332,11249.3332,1644,1140,4960,144
"2077","03064263","3","8","1","2","2",40,"1","5","14","08",0,53830,63000,5373.3332,3690.6668,7172,2824,8181.3328,11000
"2078","02807505","2","8","1","1","4",57,"1","3","13","03",0,11750,10550,2486.6668,2836,160,120,96,1472
"2081","02807615","1","8","1","1","1",53,"1","5","12","08",0,48577,58000,2426.6668,6315.3332,4296,1140,11200,1200
"2082","02807645","3","8","1","1","1",54,"1","5","15","09",0,78993,99000,2993.3332,15980,1324,4994.6668,3786.6672,1948
"2084","02807685","3","8","1","1","1",62,"2","3","13","07",0,42646,49000,953.3332,4370.6668,592,1188,2842.6672,320
"2086","02793815","2","8","1","1","4",60,"2","3","13","06",0,30900,35000,1386.6668,7648,1153.3332,912,3829.3328,712
"2088","02875514","3","8","1","1","1",28,"1","5","15","07",0,42678,48300,1812,4578.6668,2386.6668,1436,320,396
"2099","02794335","4","8","1","1","4",60,"2","3","13","09",0,81766,107888,7397.3332,18140,5254.6668,1392,2090.6672,1648
"2109","02794755","1","8","1","1","4",38,"1","5","13","06",0,30624,35000,3120,9076,5844,1716,3349.3328,1320
"2113","02794935","3","8","1","1","1",46,"1","4","12","01",0,2153,2000,1733.3332,3329.3332,2133.3332,1840,320,160
"2115","03065314","1","8","1","2","1",53,"2","3","16","06",0,37567,39845,2744,13217.3332,3214.6668,2984,6304,800
"2117","02795155","4","8","1","1","4",28,"2","5","13","05",0,25388,28000,2253.3332,6640,704,1068,2080,1112
"2118","03011124","4","8","1","1","4",30,"1","5","15","02",0,6171.6,5758.6,1666.6668,6652,2386.6668,512,2528,493.3332
"2124","02795335","1","8","1","1","4",37,"1","5","15","08",0,48299,58000,11786.6668,11676,1560,1440,1525.3328,1600
"2130","02999582","2","8","1","1","1",28,"1","5","15","09",0,60511,72000,3466.6668,8924,12,1912,2080,1308
"2142","03000032","3","8","1","1","4",45,"1","5","15","08",0,53080,62000,4658.6668,9620,7468,1320,16800,4464
"2148","02809855","3","8","1","1","4",56,"2","2","12","06",0,29475,34220,1300,3132,480,632,560,116
"2151","02809975","2","8","1","1","1",38,"2","5","13","06",0,30634.8,34743.8,1473.3332,3125.3332,120,1028,208,1052
"2152","02932563","3","8","1","1","1",54,"2","4","13","02",0,8686,8216,2773.3332,2312,880,1245.3332,7114.6672,560
"2153","02955703","2","8","1","1","4",38,"1","5","12","06",0,29630,33630,2773.3332,4492,200,820,800,1452
"2155","03066633","3","8","1","1","4",30,"1","5","16","06",0,34233.2,37981.2,3482.6668,7496,160,1096,3605.3328,840
"2156","03000552","1","8","1","1","2",57,"1","5","15","09",0,84696,110250,2253.3332,2070.6668,620,620,485.3328,468
"2158","02796605","2","8","1","1","4",29,"2","5","15","09",0,79255.2,103925.2,5546.6668,12578.6668,3040,1380,4864,1200
"2161","03000702","4","8","1","1","1",51,"2","3","15","09",0,117898,135000,6266.6668,18528.6668,7120,1300,2848,7528
"2163","03000742","4","8","1","1","4",55,"1","5","13","08",0,47109,57232,3813.3332,5956,1724,600,640,400
"2167","02796885","2","8","1","1","1",57,"2","5","16","09",0,80113,1e+05,2080,15876,21017.3332,2516,17536,3668
"2168","02878574","4","8","1","1","4",57,"2","3","13","07",0,41645.2,49013.2,866.6668,6200,480,808,6400,284
"2173","03001232","3","8","1","1","1",64,"1","1","16","09",0,90085,111283,3033.3332,5870.6668,325.3332,2436,8478.4,2408
"2175","02878734","2","8","1","1","1",47,"1","3","15","09",0,63010,78038,2766.6668,5968,2205.3332,784,698.6672,440
"2180","03067333","3","8","1","1","1",62,"2","3","15","04",0,18072,17908,4437.3332,7165.3332,512,2840,175552,680
"2199","02811875","2","8","1","1","1",56,"1","2","13","09",0,74140,94000,1560,3194.6668,244,2328,3200,504
"2200","02944803","4","8","1","1","1",54,"1","3","12","08",0,45886,56000,4624,2909.3332,1396,800,4960,400
"2203","03002042","3","8","1","1","1",31,"2","5","16","07",0,36484,42060,2850.6668,5649.3332,484,1512,1952,2840
"2204","03046992","4","8","1","1","1",49,"1","4","15","07",0,41811.6,49839.6,866.6668,2289.3332,480,520,8224,32
"2205","02798155","1","8","1","1","1",30,"1","5","15","06",0,27634,30000,1877.3332,12205.3332,960,1824,1664,144
"2214","02812315","1","8","1","1","1",33,"2","5","15","09",0,93685,112000,2676,15178.6668,1708,748,2501.3328,1192
"2223","03002612","2","8","1","1","1",38,"1","4","13","05",0,23390,25000,780,6530.6668,528,1292,1856,600
"2226","03078464","2","8","1","2","4",54,"1","3","13","09",0,70672.4,85443.4,2600,3312,2900,372,20752,760
"2228","03002762","2","8","1","1","4",30,"1","5","15","09",0,70063,89000,1040,5652,974.6668,312,730.6672,1612
"2231","02799035","3","8","1","1","2",62,"2","5","14","06",0,34412,37090,3610.6668,8117.3332,680,2984,42853.3328,1132
"2232","02799085","3","8","1","1","1",41,"1","5","15","07",0,39789,45100,4013.3332,11169.3332,3700,1632,960,2152
"2237","02946013","3","8","1","1","1",55,"2","2","16","09",0,67535,79005,10016,6481.3332,800,1876,12464,220
"2239","03003072","4","8","1","1","4",30,"1","5","13","06",0,29574,33000,2426.6668,4442.6668,2086.6668,640,869.3328,352
"2241","02923913","4","8","1","1","4",35,"1","5","10","06",0,31324.4,35405.4,10920,15664,3060,960,5936,960
"2246","03078973","2","8","1","1","4",62,"2","3","12","08",0,55072.4,67336.4,780,4564,408,1116,26384,1324
"2247","02927823","4","8","1","1","4",40,"1","5","16","07",0,40647,47000,5200,7468,1000,1840,7680,1048
"2250","02924243","4","8","1","1","1",62,"1","5","16","09",0,84505,102200,4826.6668,16318.6668,3740,1860,32426.6672,12856
"2252","02799785","3","8","1","1","1",46,"2","5","13","08",0,47907,53323,4680,9017.3332,600,1792,11408,816
"2255","03079374","2","8","1","2","4",52,"1","5","12","05",0,24001,25500,693.3332,1580,400,240,8832,240
"2259","03079433","2","8","1","1","4",29,"1","5","15","06",0,30641,35000,520,2812,340,376,8666.6672,240
"2260","02996142","4","8","1","1","1",56,"1","3","13","08",0,53570,64000,3120,12805.3332,6280,2072,5600,986.6668
"2263","02946703","3","8","1","1","1",62,"1","3","12","06",0,34680,38480,1646.6668,3056,1593.3332,1120,7472,1368
"2268","03079614","3","8","1","1","2",59,"2","3","13","06",0,30735,35568,1560,3257.3332,344,1608,11520,300
"2269","02924913","4","8","1","1","4",39,"2","5","15","07",0,35621.6,40835.6,9706.6668,34072,800,5360,88736,2980
"2270","02836284","4","8","1","1","4",42,"2","3","12","06",0,27019,30014,3320,7020,344,768,3125.3328,576
"2271","02992432","1","8","1","1","1",54,"1","4","15","08",0,49190,55364,3570.6668,11104,3356,1532,15024,1560
"2274","03069572","3","8","1","1","4",31,"1","5","15","05",0,26676,29000,2773.3332,2720,240,344,3411.7328,260
"2275","02947203","3","8","1","1","1",54,"2","3","14","09",0,78743,1e+05,1473.3332,3738,1136,1516,5130.6672,1552
"2278","02925103","4","8","1","1","1",60,"1","3","15","05",0,25800,27884,2426.6668,14244,1194.6668,3320,6876.8,1160
"2279","02932693","3","8","1","1","2",51,"2","3","12","06",0,27990,32344,2080,4522.6668,22520,2256,26517.3328,20
"2281","02800575","3","8","1","1","2",54,"2","5","14","03",0,10333,10000,3293.3332,2649.3332,1008,1552,16528,808
"2282","03004722","4","8","1","1","4",51,"1","5","13","09",0,59439,76000,658.6668,6264,344,424,1600,320
"2283","02800605","3","8","1","1","4",45,"2","5","14","06",0,32775,38000,5546.6668,5152,1520,2352,9909.3328,472
"2284","03004812","4","8","1","1","1",31,"2","5","15","09",0,86854,114006,1640,1320,506.6668,636,6208,996
"2286","02800775","4","8","1","1","2",52,"1","5","12","06",0,34873,38735,589.3332,3902.6668,3100,2432,1280,476
"2287","02800805","4","8","1","1","4",28,"2","1","12","07",0,38812,45000,4160,11780,880,444,17632,320
"2288","02947463","3","8","1","1","1",32,"1","1","15","08",0,55984,65000,33953.3332,8573.3332,184,2200,1200,5752
